start_date_time;RCORR_E
2014-11-03 11:45:00;233.240
2014-11-03 11:46:00;236.970
2014-11-03 11:47:00;226.280
2014-11-03 11:48:00;237.890
2014-11-03 11:49:00;240.070
2014-11-03 11:50:00;234.320
2014-11-03 11:51:00;237.540
2014-11-03 11:52:00;238.620
2014-11-03 11:53:00;235.270
2014-11-03 11:54:00;230.510
2014-11-03 11:55:00;236.140
2014-11-03 11:56:00;235.240
2014-11-03 11:57:00;233.910
2014-11-03 11:58:00;236.620
2014-11-03 11:59:00;230.210
2014-11-03 12:00:00;229.030
2014-11-03 12:01:00;231.010
2014-11-03 12:02:00;236.090
2014-11-03 12:03:00;231.590
2014-11-03 12:04:00;234.620
2014-11-03 12:05:00;231.260
2014-11-03 12:06:00;240.400
2014-11-03 12:07:00;234.440
2014-11-03 12:08:00;236.620
2014-11-03 12:09:00;241.350
2014-11-03 12:10:00;232.090
2014-11-03 12:11:00;222.430
2014-11-03 12:12:00;231.960
2014-11-03 12:13:00;239.470
2014-11-03 12:14:00;237.540
2014-11-03 12:15:00;228.460
2014-11-03 12:16:00;233.910
2014-11-03 12:17:00;238.700
2014-11-03 12:18:00;231.210
2014-11-03 12:19:00;237.770
2014-11-03 12:20:00;238.650
2014-11-03 12:21:00;235.440
2014-11-03 12:22:00;232.190
2014-11-03 12:23:00;226.960
2014-11-03 12:24:00;233.390
2014-11-03 12:25:00;232.540
2014-11-03 12:26:00;235.390
2014-11-03 12:27:00;234.170
2014-11-03 12:28:00;239.020
2014-11-03 12:29:00;235.540
2014-11-03 12:30:00;232.560
2014-11-03 12:31:00;239.600
2014-11-03 12:32:00;239.950
2014-11-03 12:33:00;233.940
2014-11-03 12:34:00;225.930
2014-11-03 12:35:00;233.860
2014-11-03 12:36:00;230.640
2014-11-03 12:37:00;239.470
2014-11-03 12:38:00;233.740
2014-11-03 12:39:00;229.410
2014-11-03 12:40:00;231.110
2014-11-03 12:41:00;231.810
2014-11-03 12:42:00;235.690
2014-11-03 12:43:00;228.930
2014-11-03 12:44:00;234.220
2014-11-03 12:45:00;228.060
2014-11-03 12:46:00;227.710
2014-11-03 12:47:00;235.540
2014-11-03 12:48:00;231.510
2014-11-03 12:49:00;239.850
2014-11-03 12:50:00;233.140
2014-11-03 12:51:00;232.860
2014-11-03 12:52:00;229.080
2014-11-03 12:53:00;230.410
2014-11-03 12:54:00;235.970
2014-11-03 12:55:00;237.990
2014-11-03 12:56:00;237.170
2014-11-03 12:57:00;235.440
2014-11-03 12:58:00;236.020
2014-11-03 12:59:00;229.460
2014-11-03 13:00:00;230.240
2014-11-03 13:01:00;233.210
2014-11-03 13:02:00;237.890
2014-11-03 13:03:00;233.140
2014-11-03 13:04:00;234.490
2014-11-03 13:05:00;230.960
2014-11-03 13:06:00;229.560
2014-11-03 13:07:00;237.170
2014-11-03 13:08:00;234.470
2014-11-03 13:09:00;225.760
2014-11-03 13:10:00;233.590
2014-11-03 13:11:00;234.120
2014-11-03 13:12:00;231.660
2014-11-03 13:13:00;235.270
2014-11-03 13:14:00;228.910
2014-11-03 13:15:00;232.840
2014-11-03 13:16:00;231.590
2014-11-03 13:17:00;237.870
2014-11-03 13:18:00;234.720
2014-11-03 13:19:00;236.240
2014-11-03 13:20:00;230.660
2014-11-03 13:21:00;234.420
2014-11-03 13:22:00;232.710
2014-11-03 13:23:00;239.100
2014-11-03 13:24:00;234.370
2014-11-03 13:25:00;234.890
2014-11-03 13:26:00;234.090
2014-11-03 13:27:00;233.260
2014-11-03 13:28:00;230.360
2014-11-03 13:29:00;236.390
